"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 11:23:01 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","4","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","deleteById","deleteById()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.UserControllerTest","","com.swp391.koibe.controllers.UserControllerTest","createUser","createUser()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","5","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","cancelOrder","cancelOrder()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","3","","com.swp391.koibe.controllers.ForgotPasswordControllerTest","","com.swp391.koibe.controllers.ForgotPasswordControllerTest","updatePassword","updatePassword()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","searchUserOrders","searchUserOrders()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.AuctionKoiControllerTest","","com.swp391.koibe.controllers.AuctionKoiControllerTest","updateAuctionKoi","updateAuctionKoi()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","5","","com.swp391.koibe.controllers.CategoryControllerTest","","com.swp391.koibe.controllers.CategoryControllerTest","getCategoryById","getCategoryById()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","11","","com.swp391.koibe.controllers.KoiImageControllerTest","","com.swp391.koibe.controllers.KoiImageControllerTest","getKoiImageByKoiId","getKoiImageByKoiId()",""
"passed","Mon Oct 28 11:23:01 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","6","","com.swp391.koibe.services.payment.PaymentServiceTest","","com.swp391.koibe.services.payment.PaymentServiceTest","updatePaymentStatus","updatePaymentStatus()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","17","","com.swp391.koibe.services.category.CategoryServiceTest","","com.swp391.koibe.services.category.CategoryServiceTest","getById","getById()",""
"passed","Mon Oct 28 11:23:00 GMT 2024","Mon Oct 28 11:23:00 GMT 2024","160","","com.swp391.koibe.services.role.RoleServiceTest","","com.swp391.koibe.services.role.RoleServiceTest","testGetAllRoles","testGetAllRoles()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.user.UserServiceTest","","com.swp391.koibe.services.user.UserServiceTest","bannedUser","bannedUser()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.AuctionKoiControllerTest","","com.swp391.koibe.controllers.AuctionKoiControllerTest","getAuctionKoiDetails","getAuctionKoiDetails()",""
"passed","Mon Oct 28 11:22:54 GMT 2024","Mon Oct 28 11:22:54 GMT 2024","3","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","createAuctionParticipant","createAuctionParticipant()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","3","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","updateAuctionKoi","updateAuctionKoi()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","3","","com.swp391.koibe.controllers.PaymentControllerTest","","com.swp391.koibe.controllers.PaymentControllerTest","getPaymentByUserIdAndStatus","getPaymentByUserIdAndStatus()",""
"passed","Mon Oct 28 11:23:06 GMT 2024","Mon Oct 28 11:23:06 GMT 2024","5","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","createBidHistory","createBidHistory()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","3","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAuctionKoiById","getAuctionKoiById()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","4","","com.swp391.koibe.services.auction.AuctionServiceTest","","com.swp391.koibe.services.auction.AuctionServiceTest","testGetAllAuctions","testGetAllAuctions()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.PaymentControllerTest","","com.swp391.koibe.controllers.PaymentControllerTest","createDrawOutRequest","createDrawOutRequest()",""
"passed","Mon Oct 28 11:23:00 GMT 2024","Mon Oct 28 11:23:00 GMT 2024","8","","com.swp391.koibe.services.role.RoleServiceTest","","com.swp391.koibe.services.role.RoleServiceTest","testCreateRole","testCreateRole()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","3","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAuctionIsSold","getAuctionIsSold()",""
"passed","Mon Oct 28 11:23:06 GMT 2024","Mon Oct 28 11:23:06 GMT 2024","5","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","updateBidHistory","updateBidHistory()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","5","","com.swp391.koibe.controllers.BiddingHistoryControllerTest","","com.swp391.koibe.controllers.BiddingHistoryControllerTest","getAllBiddingHistory","getAllBiddingHistory()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","4","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","existsByName","existsByName()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","11","","com.swp391.koibe.services.user.breeder.BreederServiceTest","","com.swp391.koibe.services.user.breeder.BreederServiceTest","getKoisByBreederID","getKoisByBreederID()",""
"passed","Mon Oct 28 11:22:54 GMT 2024","Mon Oct 28 11:22:55 GMT 2024","16","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","getAllKoiImages","getAllKoiImages()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","deleteOrder","deleteOrder()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","4","","com.swp391.koibe.services.otp.OtpServiceTest","","com.swp391.koibe.services.otp.OtpServiceTest","setOtpExpired","setOtpExpired()",""
"passed","Mon Oct 28 11:22:47 GMT 2024","Mon Oct 28 11:22:47 GMT 2024","3","","com.swp391.koibe.controllers.BreederControllerTest","","com.swp391.koibe.controllers.BreederControllerTest","getBreeder","getBreeder()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.UserControllerTest","","com.swp391.koibe.controllers.UserControllerTest","verifiedUserNotLogin","verifiedUserNotLogin()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","5","","com.swp391.koibe.controllers.KoiControllerTest","","com.swp391.koibe.controllers.KoiControllerTest","updateKoiStatus","updateKoiStatus()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.user.UserServiceTest","","com.swp391.koibe.services.user.UserServiceTest","getUserDetailsFromToken","getUserDetailsFromToken()",""
"passed","Mon Oct 28 11:23:05 GMT 2024","Mon Oct 28 11:23:05 GMT 2024","9","","com.swp391.koibe.services.feedback.FeedbackServiceTest","","com.swp391.koibe.services.feedback.FeedbackServiceTest","updateFeedback","updateFeedback()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.MemberControllerTest","","com.swp391.koibe.controllers.MemberControllerTest","getAllMembers","getAllMembers()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","3","","com.swp391.koibe.services.user.UserServiceTest","","com.swp391.koibe.services.user.UserServiceTest","updateAccountBalance","updateAccountBalance()",""
"passed","Mon Oct 28 11:22:55 GMT 2024","Mon Oct 28 11:22:55 GMT 2024","3","","com.swp391.koibe.services.token.TokenServiceTest","","com.swp391.koibe.services.token.TokenServiceTest","setTokenExpired","setTokenExpired()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","42","","com.swp391.koibe.services.category.CategoryServiceTest","","com.swp391.koibe.services.category.CategoryServiceTest","getAllCategories","getAllCategories()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","4","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","updateDescendAuctionKoiPrice","updateDescendAuctionKoiPrice()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","3","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","updateOrderByUser","updateOrderByUser()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","4","","com.swp391.koibe.controllers.KoiControllerTest","","com.swp391.koibe.controllers.KoiControllerTest","getBreederKoiListByStatus","getBreederKoiListByStatus()",""
"passed","Mon Oct 28 11:23:21 GMT 2024","Mon Oct 28 11:23:21 GMT 2024","4","","com.swp391.koibe.utils.DTOConverterTest","","com.swp391.koibe.utils.DTOConverterTest","convertToBidDTO","convertToBidDTO()",""
"passed","Mon Oct 28 11:22:55 GMT 2024","Mon Oct 28 11:22:55 GMT 2024","4","","com.swp391.koibe.services.token.TokenServiceTest","","com.swp391.koibe.services.token.TokenServiceTest","refreshToken","refreshToken()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","createOrderForAuctionKoi","createOrderForAuctionKoi()",""
"passed","Mon Oct 28 11:22:54 GMT 2024","Mon Oct 28 11:22:54 GMT 2024","4","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","getAllUserJoinAuction","getAllUserJoinAuction()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.UserControllerTest","","com.swp391.koibe.controllers.UserControllerTest","updateUserDetails","updateUserDetails()",""
"passed","Mon Oct 28 11:22:47 GMT 2024","Mon Oct 28 11:22:47 GMT 2024","4","","com.swp391.koibe.controllers.AuctionParticipantControllerTest","","com.swp391.koibe.controllers.AuctionParticipantControllerTest","getAllUsersJoinAuction","getAllUsersJoinAuction()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","17","","com.swp391.koibe.services.otp.OtpServiceTest","","com.swp391.koibe.services.otp.OtpServiceTest","disableOtp","disableOtp()",""
"passed","Mon Oct 28 11:23:00 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","14","","com.swp391.koibe.services.role.RoleServiceTest","","com.swp391.koibe.services.role.RoleServiceTest","testDeleteRole","testDeleteRole()",""
"passed","Mon Oct 28 11:23:01 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","5","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","createOrderDetail","createOrderDetail()",""
"passed","Mon Oct 28 11:23:01 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","5","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","updateOrderDetail","updateOrderDetail()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","4","","com.swp391.koibe.services.auction.AuctionServiceTest","","com.swp391.koibe.services.auction.AuctionServiceTest","end","end()",""
"passed","Mon Oct 28 11:23:06 GMT 2024","Mon Oct 28 11:23:06 GMT 2024","5","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","getAllBidHistories","getAllBidHistories()",""
"passed","Mon Oct 28 11:22:47 GMT 2024","Mon Oct 28 11:22:47 GMT 2024","3","","com.swp391.koibe.controllers.BreederControllerTest","","com.swp391.koibe.controllers.BreederControllerTest","deleteKoi","deleteKoi()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.UserControllerTest","","com.swp391.koibe.controllers.UserControllerTest","getUserDetails","getUserDetails()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","3","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","getOrder","getOrder()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","30","","com.swp391.koibe.controllers.RoleControllerTest","","com.swp391.koibe.controllers.RoleControllerTest","testCreateRole_ValidationError","testCreateRole_ValidationError()",""
"passed","Mon Oct 28 11:22:55 GMT 2024","Mon Oct 28 11:22:55 GMT 2024","5","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","updateKoiImage","updateKoiImage()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","5","","com.swp391.koibe.controllers.OrderDetailControllerTest","","com.swp391.koibe.controllers.OrderDetailControllerTest","updateOrderDetail","updateOrderDetail()",""
"passed","Mon Oct 28 11:23:01 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","9","","com.swp391.koibe.services.payment.PaymentServiceTest","","com.swp391.koibe.services.payment.PaymentServiceTest","getPaymentsByUserIdAndStatus","getPaymentsByUserIdAndStatus()",""
"passed","Mon Oct 28 11:22:54 GMT 2024","Mon Oct 28 11:22:54 GMT 2024","4","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","getKoiImage","getKoiImage()",""
"passed","Mon Oct 28 11:22:47 GMT 2024","Mon Oct 28 11:22:47 GMT 2024","2","","com.swp391.koibe.controllers.BreederControllerTest","","com.swp391.koibe.controllers.BreederControllerTest","getKoisByBreederIdAndStatus","getKoisByBreederIdAndStatus()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","86","","com.swp391.koibe.controllers.RoleControllerTest","","com.swp391.koibe.controllers.RoleControllerTest","testGetRoleById_Success","testGetRoleById_Success()",""
"passed","Mon Oct 28 11:22:49 GMT 2024","Mon Oct 28 11:22:49 GMT 2024","89","","com.swp391.koibe.controllers.RoleControllerTest","","com.swp391.koibe.controllers.RoleControllerTest","testUpdateRole_NotFound","testUpdateRole_NotFound()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","4","","com.swp391.koibe.controllers.KoiControllerTest","","com.swp391.koibe.controllers.KoiControllerTest","getUnverifiedKoisByKeyword","getUnverifiedKoisByKeyword()",""
"passed","Mon Oct 28 11:22:54 GMT 2024","Mon Oct 28 11:22:54 GMT 2024","6","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","","com.swp391.koibe.services.auctionparticipant.AuctionParticipantServiceTest","deleteAuctionParticipant","deleteAuctionParticipant()",""
"passed","Mon Oct 28 11:23:21 GMT 2024","Mon Oct 28 11:23:21 GMT 2024","12","","com.swp391.koibe.utils.DTOConverterTest","","com.swp391.koibe.utils.DTOConverterTest","convertToKoiImageDTO","convertToKoiImageDTO()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","5","","com.swp391.koibe.controllers.StaffControllerTest","","com.swp391.koibe.controllers.StaffControllerTest","getStaffById","getStaffById()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","7","","com.swp391.koibe.utils.DateTimeUtilsTest","","com.swp391.koibe.utils.DateTimeUtilsTest","parseTime","parseTime()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","4","","com.swp391.koibe.services.user.breeder.BreederServiceTest","","com.swp391.koibe.services.user.breeder.BreederServiceTest","updateBreeder","updateBreeder()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","3","","com.swp391.koibe.controllers.OrderControllerTest","","com.swp391.koibe.controllers.OrderControllerTest","createOrder","createOrder()",""
"passed","Mon Oct 28 11:23:01 GMT 2024","Mon Oct 28 11:23:01 GMT 2024","5","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","findByOrderId","findByOrderId()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","5","","com.swp391.koibe.controllers.OAuth2ControllerTest","","com.swp391.koibe.controllers.OAuth2ControllerTest","authenticateGoogle","authenticateGoogle()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","54","","com.swp391.koibe.controllers.RoleControllerTest","","com.swp391.koibe.controllers.RoleControllerTest","testCreateRole_Success","testCreateRole_Success()",""
"passed","Mon Oct 28 11:23:21 GMT 2024","Mon Oct 28 11:23:21 GMT 2024","4","","com.swp391.koibe.utils.DTOConverterTest","","com.swp391.koibe.utils.DTOConverterTest","convertToKoiDTO","convertToKoiDTO()",""
"passed","Mon Oct 28 11:23:21 GMT 2024","Mon Oct 28 11:23:21 GMT 2024","3","","com.swp391.koibe.utils.DTOConverterTest","","com.swp391.koibe.utils.DTOConverterTest","convertToAuctionDTO","convertToAuctionDTO()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","4","","com.swp391.koibe.services.auction.AuctionServiceTest","","com.swp391.koibe.services.auction.AuctionServiceTest","testGetAuctionByStatus","testGetAuctionByStatus()",""
"passed","Mon Oct 28 11:23:06 GMT 2024","Mon Oct 28 11:23:06 GMT 2024","4","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","getBidsByAuctionKoiId","getBidsByAuctionKoiId()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","getOrdersByKeyword","getOrdersByKeyword()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","3","","com.swp391.koibe.controllers.AuctionControllerTest","","com.swp391.koibe.controllers.AuctionControllerTest","getAllAuctions","getAllAuctions()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","5","","com.swp391.koibe.services.auction.AuctionServiceTest","","com.swp391.koibe.services.auction.AuctionServiceTest","getAuctionOnStatus","getAuctionOnStatus()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","3","","com.swp391.koibe.controllers.AuctionControllerTest","","com.swp391.koibe.controllers.AuctionControllerTest","endAuction","endAuction()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","6","","com.swp391.koibe.controllers.StaffControllerTest","","com.swp391.koibe.controllers.StaffControllerTest","deleteStaff","deleteStaff()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","7","","com.swp391.koibe.controllers.CategoryControllerTest","","com.swp391.koibe.controllers.CategoryControllerTest","getAllCategories","getAllCategories()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","9","","com.swp391.koibe.services.user.UserServiceTest","","com.swp391.koibe.services.user.UserServiceTest","loginOrRegisterGoogle","loginOrRegisterGoogle()",""
"passed","Mon Oct 28 11:23:05 GMT 2024","Mon Oct 28 11:23:05 GMT 2024","7","","com.swp391.koibe.services.feedback.FeedbackServiceTest","","com.swp391.koibe.services.feedback.FeedbackServiceTest","createFeedback","createFeedback()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","4","","com.swp391.koibe.services.order.OrderServiceTest","","com.swp391.koibe.services.order.OrderServiceTest","updateOrder","updateOrder()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","3","","com.swp391.koibe.controllers.AuctionControllerTest","","com.swp391.koibe.controllers.AuctionControllerTest","createAuction","createAuction()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","4","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAuctionKoiByAuctionIdV2","getAuctionKoiByAuctionIdV2()",""
"passed","Mon Oct 28 11:22:55 GMT 2024","Mon Oct 28 11:22:55 GMT 2024","7","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","createKoiImage","createKoiImage()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","3","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","revokeKoiInAuction","revokeKoiInAuction()",""
"passed","Mon Oct 28 11:23:09 GMT 2024","Mon Oct 28 11:23:09 GMT 2024","6","","com.swp391.koibe.services.user.UserServiceTest","","com.swp391.koibe.services.user.UserServiceTest","createUser","createUser()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","4","","com.swp391.koibe.controllers.AuctionControllerTest","","com.swp391.koibe.controllers.AuctionControllerTest","getAuctionsByStatus","getAuctionsByStatus()",""
"passed","Mon Oct 28 11:23:18 GMT 2024","Mon Oct 28 11:23:18 GMT 2024","5","","com.swp391.koibe.utils.DateTimeUtilsTest","","com.swp391.koibe.utils.DateTimeUtilsTest","validateAuctionTimes","validateAuctionTimes()",""
"passed","Mon Oct 28 11:23:15 GMT 2024","Mon Oct 28 11:23:15 GMT 2024","5","","com.swp391.koibe.services.auction.AuctionServiceTest","","com.swp391.koibe.services.auction.AuctionServiceTest","getAllAuctions","getAllAuctions()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.AuctionKoiControllerTest","","com.swp391.koibe.controllers.AuctionKoiControllerTest","createAuctionKoi","createAuctionKoi()",""
"passed","Mon Oct 28 11:22:46 GMT 2024","Mon Oct 28 11:22:46 GMT 2024","4","","com.swp391.koibe.controllers.KoiControllerTest","","com.swp391.koibe.controllers.KoiControllerTest","getAllKois","getAllKois()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","86","","com.swp391.koibe.controllers.RoleControllerTest","","com.swp391.koibe.controllers.RoleControllerTest","testGetRoleById_NotFound","testGetRoleById_NotFound()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.UserControllerTest","","com.swp391.koibe.controllers.UserControllerTest","verifiedUser","verifiedUser()",""
"passed","Mon Oct 28 11:22:51 GMT 2024","Mon Oct 28 11:22:51 GMT 2024","4","","com.swp391.koibe.controllers.FeedbackControllerTest","","com.swp391.koibe.controllers.FeedbackControllerTest","getFeedbackByOrderId","getFeedbackByOrderId()",""
