"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","existsByName()","","Sun Nov 10 11:55:43 GMT 2024","passed","Sun Nov 10 11:55:43 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","existsByName"
"","4","createDrawOutRequest()","","Sun Nov 10 11:55:17 GMT 2024","passed","Sun Nov 10 11:55:17 GMT 2024","","com.swp391.koibe.controllers.PaymentControllerTest","com.swp391.koibe.controllers.PaymentControllerTest","createDrawOutRequest"
"","2","getOrdersByKeyword()","","Sun Nov 10 11:55:13 GMT 2024","passed","Sun Nov 10 11:55:13 GMT 2024","","com.swp391.koibe.controllers.OrderControllerTest","com.swp391.koibe.controllers.OrderControllerTest","getOrdersByKeyword"
"","41","delete()","","Sun Nov 10 11:55:34 GMT 2024","passed","Sun Nov 10 11:55:34 GMT 2024","","com.swp391.koibe.services.category.CategoryServiceTest","com.swp391.koibe.services.category.CategoryServiceTest","delete"
"","9","deleteFeedback()","","Sun Nov 10 11:55:31 GMT 2024","passed","Sun Nov 10 11:55:31 GMT 2024","","com.swp391.koibe.services.feedback.FeedbackServiceTest","com.swp391.koibe.services.feedback.FeedbackServiceTest","deleteFeedback"
"","3","createUser()","","Sun Nov 10 11:55:34 GMT 2024","passed","Sun Nov 10 11:55:34 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","createUser"
"","5","getBidHistoryById()","","Sun Nov 10 11:55:31 GMT 2024","passed","Sun Nov 10 11:55:31 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","getBidHistoryById"
"","2","updateMemberToStaff()","","Sun Nov 10 11:55:40 GMT 2024","passed","Sun Nov 10 11:55:40 GMT 2024","","com.swp391.koibe.services.user.staff.StaffServiceTest","com.swp391.koibe.services.user.staff.StaffServiceTest","updateMemberToStaff"
"","3","blockOrEnable()","","Sun Nov 10 11:55:34 GMT 2024","passed","Sun Nov 10 11:55:34 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","blockOrEnable"
"","3","createAuctionKoiV2()","","Sun Nov 10 11:55:43 GMT 2024","passed","Sun Nov 10 11:55:43 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","createAuctionKoiV2"
