"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","setOtpExpired()","","Mon Nov 11 14:19:02 GMT 2024","passed","Mon Nov 11 14:19:02 GMT 2024","","com.swp391.koibe.services.otp.OtpServiceTest","com.swp391.koibe.services.otp.OtpServiceTest","setOtpExpired"
"","3","createDescendingAuction()","","Mon Nov 11 14:18:59 GMT 2024","passed","Mon Nov 11 14:18:59 GMT 2024","","com.swp391.koibe.services.auction.AuctionServiceTest","com.swp391.koibe.services.auction.AuctionServiceTest","createDescendingAuction"
"","3","createUser()","","Mon Nov 11 14:18:36 GMT 2024","passed","Mon Nov 11 14:18:36 GMT 2024","","com.swp391.koibe.controllers.UserControllerTest","com.swp391.koibe.controllers.UserControllerTest","createUser"
"","3","setTokenExpired()","","Mon Nov 11 14:18:39 GMT 2024","passed","Mon Nov 11 14:18:39 GMT 2024","","com.swp391.koibe.services.token.TokenServiceTest","com.swp391.koibe.services.token.TokenServiceTest","setTokenExpired"
"","3","getOrderDetail()","","Mon Nov 11 14:18:31 GMT 2024","passed","Mon Nov 11 14:18:31 GMT 2024","","com.swp391.koibe.controllers.OrderDetailControllerTest","com.swp391.koibe.controllers.OrderDetailControllerTest","getOrderDetail"
"","3","getPaymentByUserIdAndStatus()","","Mon Nov 11 14:18:35 GMT 2024","passed","Mon Nov 11 14:18:35 GMT 2024","","com.swp391.koibe.controllers.PaymentControllerTest","com.swp391.koibe.controllers.PaymentControllerTest","getPaymentByUserIdAndStatus"
"","3","getKoi()","","Mon Nov 11 14:18:31 GMT 2024","passed","Mon Nov 11 14:18:31 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoi"
"","3","login()","","Mon Nov 11 14:18:36 GMT 2024","passed","Mon Nov 11 14:18:36 GMT 2024","","com.swp391.koibe.controllers.UserControllerTest","com.swp391.koibe.controllers.UserControllerTest","login"
"","182","testGetAllRoles()","","Mon Nov 11 14:18:44 GMT 2024","passed","Mon Nov 11 14:18:45 GMT 2024","","com.swp391.koibe.services.role.RoleServiceTest","com.swp391.koibe.services.role.RoleServiceTest","testGetAllRoles"
"","3","getOrdersByKeyword()","","Mon Nov 11 14:18:36 GMT 2024","passed","Mon Nov 11 14:18:36 GMT 2024","","com.swp391.koibe.controllers.AuctionKoiControllerTest","com.swp391.koibe.controllers.AuctionKoiControllerTest","getOrdersByKeyword"
"","5","getAllKois()","","Mon Nov 11 14:18:49 GMT 2024","passed","Mon Nov 11 14:18:49 GMT 2024","","com.swp391.koibe.services.koi.KoiServiceTest","com.swp391.koibe.services.koi.KoiServiceTest","getAllKois"
