"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","updateMemberToStaff()","","Sun Nov 10 11:14:50 GMT 2024","passed","Sun Nov 10 11:14:50 GMT 2024","","com.swp391.koibe.services.user.staff.StaffServiceTest","com.swp391.koibe.services.user.staff.StaffServiceTest","updateMemberToStaff"
"","3","verifyOtpIsCorrect()","","Sun Nov 10 11:14:45 GMT 2024","passed","Sun Nov 10 11:14:45 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","verifyOtpIsCorrect"
"","2","createAscendingAuction()","","Sun Nov 10 11:14:50 GMT 2024","passed","Sun Nov 10 11:14:50 GMT 2024","","com.swp391.koibe.services.auction.AuctionServiceTest","com.swp391.koibe.services.auction.AuctionServiceTest","createAscendingAuction"
"","6","getAllCategories()","","Sun Nov 10 11:14:22 GMT 2024","passed","Sun Nov 10 11:14:22 GMT 2024","","com.swp391.koibe.controllers.CategoryControllerTest","com.swp391.koibe.controllers.CategoryControllerTest","getAllCategories"
"","4","getMember()","","Sun Nov 10 11:14:27 GMT 2024","passed","Sun Nov 10 11:14:27 GMT 2024","","com.swp391.koibe.controllers.MemberControllerTest","com.swp391.koibe.controllers.MemberControllerTest","getMember"
"","23","getUserByEmail()","","Sun Nov 10 11:14:45 GMT 2024","passed","Sun Nov 10 11:14:45 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","getUserByEmail"
"","4","updateUserBalance()","","Sun Nov 10 11:14:45 GMT 2024","passed","Sun Nov 10 11:14:45 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","updateUserBalance"
"","8","deleteBidHistory()","","Sun Nov 10 11:14:41 GMT 2024","passed","Sun Nov 10 11:14:41 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","deleteBidHistory"
"","3","getFeedbackByOrderId()","","Sun Nov 10 11:14:27 GMT 2024","passed","Sun Nov 10 11:14:27 GMT 2024","","com.swp391.koibe.controllers.FeedbackControllerTest","com.swp391.koibe.controllers.FeedbackControllerTest","getFeedbackByOrderId"
"","3","getAllAuctions()","","Sun Nov 10 11:14:27 GMT 2024","passed","Sun Nov 10 11:14:27 GMT 2024","","com.swp391.koibe.controllers.AuctionKoiControllerTest","com.swp391.koibe.controllers.AuctionKoiControllerTest","getAllAuctions"
"","3","createAuctionKoi()","","Sun Nov 10 11:14:27 GMT 2024","passed","Sun Nov 10 11:14:27 GMT 2024","","com.swp391.koibe.controllers.AuctionKoiControllerTest","com.swp391.koibe.controllers.AuctionKoiControllerTest","createAuctionKoi"
