"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","getKoisByKeywordNotAuth()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoisByKeywordNotAuth"
"","8","getAllKoiImages()","","Sat Nov 09 05:57:29 GMT 2024","passed","Sat Nov 09 05:57:29 GMT 2024","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","com.swp391.koibe.services.koiimage.KoiImageServiceTest","getAllKoiImages"
"","4","updateKoiStatus()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","updateKoiStatus"
"","4","updateOrderWithDetails()","","Sat Nov 09 05:57:43 GMT 2024","passed","Sat Nov 09 05:57:43 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","updateOrderWithDetails"
"","7","getUserHighestBid()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.BiddingHistoryControllerTest","com.swp391.koibe.controllers.BiddingHistoryControllerTest","getUserHighestBid"
"","6","searchUserOrdersByKeyword()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.OrderControllerTest","com.swp391.koibe.controllers.OrderControllerTest","searchUserOrdersByKeyword"
"","3","testGetAllBreeders()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.BreederControllerTest","com.swp391.koibe.controllers.BreederControllerTest","testGetAllBreeders"
"","3","updateBreeder()","","Sat Nov 09 05:57:48 GMT 2024","passed","Sat Nov 09 05:57:48 GMT 2024","","com.swp391.koibe.services.user.breeder.BreederServiceTest","com.swp391.koibe.services.user.breeder.BreederServiceTest","updateBreeder"
"","3","getOrdersByKeyword()","","Sat Nov 09 05:57:43 GMT 2024","passed","Sat Nov 09 05:57:43 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","getOrdersByKeyword"
"","9","getKoiImagesByKoiId()","","Sat Nov 09 05:57:29 GMT 2024","passed","Sat Nov 09 05:57:29 GMT 2024","","com.swp391.koibe.services.koiimage.KoiImageServiceTest","com.swp391.koibe.services.koiimage.KoiImageServiceTest","getKoiImagesByKoiId"
"","3","endAuction()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","endAuction"
"","4","getPaymentsByKeywordAndStatus()","","Sat Nov 09 05:57:35 GMT 2024","passed","Sat Nov 09 05:57:35 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","getPaymentsByKeywordAndStatus"
"","3","updateMemberToStaff()","","Sat Nov 09 05:57:48 GMT 2024","passed","Sat Nov 09 05:57:48 GMT 2024","","com.swp391.koibe.services.user.staff.StaffServiceTest","com.swp391.koibe.services.user.staff.StaffServiceTest","updateMemberToStaff"
"","2","deleteKoi()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.BreederControllerTest","com.swp391.koibe.controllers.BreederControllerTest","deleteKoi"
"","3","getAuctionKoiByAuctionId()","","Sat Nov 09 05:57:51 GMT 2024","passed","Sat Nov 09 05:57:51 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","getAuctionKoiByAuctionId"
"","5","createNewKoi()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","createNewKoi"
"","3","sealed()","","Sat Nov 09 05:57:39 GMT 2024","passed","Sat Nov 09 05:57:39 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","sealed"
"","12","verifyOtpToVerifyUser()","","Sat Nov 09 05:57:43 GMT 2024","passed","Sat Nov 09 05:57:43 GMT 2024","","com.swp391.koibe.services.user.UserServiceTest","com.swp391.koibe.services.user.UserServiceTest","verifyOtpToVerifyUser"
"","4","updateDescendAuctionKoiPrice()","","Sat Nov 09 05:57:51 GMT 2024","passed","Sat Nov 09 05:57:51 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","updateDescendAuctionKoiPrice"
"","4","findById()","","Sat Nov 09 05:57:45 GMT 2024","passed","Sat Nov 09 05:57:45 GMT 2024","","com.swp391.koibe.services.user.member.MemberServiceTest","com.swp391.koibe.services.user.member.MemberServiceTest","findById"
"","5","handleVNPayReturn()","","Sat Nov 09 05:57:26 GMT 2024","passed","Sat Nov 09 05:57:26 GMT 2024","","com.swp391.koibe.controllers.PaymentControllerTest","com.swp391.koibe.controllers.PaymentControllerTest","handleVNPayReturn"
"","8","getGoogleClientId()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.OAuth2ControllerTest","com.swp391.koibe.controllers.OAuth2ControllerTest","getGoogleClientId"
"","3","createDescendingAuction()","","Sat Nov 09 05:57:48 GMT 2024","passed","Sat Nov 09 05:57:48 GMT 2024","","com.swp391.koibe.services.auction.AuctionServiceTest","com.swp391.koibe.services.auction.AuctionServiceTest","createDescendingAuction"
"","14","getById()","","Sat Nov 09 05:57:42 GMT 2024","passed","Sat Nov 09 05:57:42 GMT 2024","","com.swp391.koibe.services.category.CategoryServiceTest","com.swp391.koibe.services.category.CategoryServiceTest","getById"
"","5","getKoisByKeyword()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoisByKeyword"
"","2","updateAuctionKoi()","","Sat Nov 09 05:57:26 GMT 2024","passed","Sat Nov 09 05:57:26 GMT 2024","","com.swp391.koibe.controllers.AuctionKoiControllerTest","com.swp391.koibe.controllers.AuctionKoiControllerTest","updateAuctionKoi"
"","5","uploadImages()","","Sat Nov 09 05:57:21 GMT 2024","passed","Sat Nov 09 05:57:21 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","uploadImages"
"","5","updatePaymentStatus()","","Sat Nov 09 05:57:35 GMT 2024","passed","Sat Nov 09 05:57:35 GMT 2024","","com.swp391.koibe.services.payment.PaymentServiceTest","com.swp391.koibe.services.payment.PaymentServiceTest","updatePaymentStatus"
"","3","updateOrderByUser()","","Sat Nov 09 05:57:43 GMT 2024","passed","Sat Nov 09 05:57:43 GMT 2024","","com.swp391.koibe.services.order.OrderServiceTest","com.swp391.koibe.services.order.OrderServiceTest","updateOrderByUser"
"","12","testDeleteRole()","","Sat Nov 09 05:57:35 GMT 2024","passed","Sat Nov 09 05:57:35 GMT 2024","","com.swp391.koibe.services.role.RoleServiceTest","com.swp391.koibe.services.role.RoleServiceTest","testDeleteRole"
"","3","ascending()","","Sat Nov 09 05:57:39 GMT 2024","passed","Sat Nov 09 05:57:39 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","ascending"
