"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","getOrderDetails()","","Wed Nov 13 16:15:38 GMT 2024","passed","Wed Nov 13 16:15:38 GMT 2024","","com.swp391.koibe.controllers.OrderDetailControllerTest","com.swp391.koibe.controllers.OrderDetailControllerTest","getOrderDetails"
"","7","sendAuctionClosedEmailToAllUser()","","Wed Nov 13 16:15:38 GMT 2024","passed","Wed Nov 13 16:15:38 GMT 2024","","com.swp391.koibe.controllers.AuctionMailControllerTest","com.swp391.koibe.controllers.AuctionMailControllerTest","sendAuctionClosedEmailToAllUser"
"","5","uploadImages()","","Wed Nov 13 16:15:38 GMT 2024","passed","Wed Nov 13 16:15:38 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","uploadImages"
"","3","getOrderDetail()","","Wed Nov 13 16:15:51 GMT 2024","passed","Wed Nov 13 16:15:51 GMT 2024","","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","com.swp391.koibe.services.orderdetail.OrderDetailServiceTest","getOrderDetail"
"","3","updateDescendAuctionKoiPrice()","","Wed Nov 13 16:16:07 GMT 2024","passed","Wed Nov 13 16:16:07 GMT 2024","","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","com.swp391.koibe.services.auctionkoi.AuctionKoiServiceTest","updateDescendAuctionKoiPrice"
"","4","getKoisByKeyword()","","Wed Nov 13 16:15:38 GMT 2024","passed","Wed Nov 13 16:15:38 GMT 2024","","com.swp391.koibe.controllers.KoiControllerTest","com.swp391.koibe.controllers.KoiControllerTest","getKoisByKeyword"
"","3","getAllFeedbacks()","","Wed Nov 13 16:15:42 GMT 2024","passed","Wed Nov 13 16:15:42 GMT 2024","","com.swp391.koibe.controllers.FeedbackControllerTest","com.swp391.koibe.controllers.FeedbackControllerTest","getAllFeedbacks"
"","3","updateOrderDetail()","","Wed Nov 13 16:15:38 GMT 2024","passed","Wed Nov 13 16:15:38 GMT 2024","","com.swp391.koibe.controllers.OrderDetailControllerTest","com.swp391.koibe.controllers.OrderDetailControllerTest","updateOrderDetail"
"","3","getAllAuctions()","","Wed Nov 13 16:15:38 GMT 2024","passed","Wed Nov 13 16:15:38 GMT 2024","","com.swp391.koibe.controllers.AuctionControllerTest","com.swp391.koibe.controllers.AuctionControllerTest","getAllAuctions"
"","5","setTokenExpired()","","Wed Nov 13 16:15:45 GMT 2024","passed","Wed Nov 13 16:15:45 GMT 2024","","com.swp391.koibe.services.token.TokenServiceTest","com.swp391.koibe.services.token.TokenServiceTest","setTokenExpired"
"","5","createBidHistories()","","Wed Nov 13 16:15:56 GMT 2024","passed","Wed Nov 13 16:15:56 GMT 2024","","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","com.swp391.koibe.services.biddinghistory.BiddingHistoryServiceTest","createBidHistories"
